FileIndex,Category
18270,OBAMA_PRIMARY2008
18271,OBAMA_PRIMARY2008
18272,OBAMA_PRIMARY2008
18273,OBAMA_PRIMARY2008
18274,OBAMA_PRIMARY2008
18275,OBAMA_PRIMARY2008
18276,OBAMA_PRIMARY2008
18277,OBAMA_PRIMARY2008
18278,OBAMA_PRIMARY2008
18279,OBAMA_PRIMARY2008
18280,OBAMA_PRIMARY2008
18281,OBAMA_PRIMARY2008
18282,OBAMA_PRIMARY2008
18283,OBAMA_PRIMARY2008
18284,OBAMA_PRIMARY2008
18285,OBAMA_PRIMARY2008
18286,OBAMA_PRIMARY2008
18287,OBAMA_PRIMARY2008
18288,OBAMA_PRIMARY2008
18289,OBAMA_PRIMARY2008
18290,OBAMA_PRIMARY2008
18291,OBAMA_PRIMARY2008
18292,OBAMA_PRIMARY2008
18293,OBAMA_PRIMARY2008
18294,OBAMA_PRIMARY2008
18295,OBAMA_PRIMARY2008
18296,OBAMA_PRIMARY2008
18297,OBAMA_PRIMARY2008
18298,OBAMA_PRIMARY2008
18299,OBAMA_PRIMARY2008
18300,OBAMA_PRIMARY2008
18301,OBAMA_PRIMARY2008
18302,OBAMA_PRIMARY2008
18303,OBAMA_PRIMARY2008
18304,OBAMA_PRIMARY2008
18305,OBAMA_PRIMARY2008
18306,OBAMA_PRIMARY2008
18307,OBAMA_PRIMARY2008
18308,OBAMA_PRIMARY2008
18309,OBAMA_PRIMARY2008
18310,OBAMA_PRIMARY2008
18311,OBAMA_PRIMARY2008
18312,OBAMA_PRIMARY2008
18313,OBAMA_PRIMARY2008
18314,OBAMA_PRIMARY2008
18315,OBAMA_PRIMARY2008
18316,OBAMA_PRIMARY2008
18317,OBAMA_PRIMARY2008
18318,OBAMA_PRIMARY2008
18319,OBAMA_PRIMARY2008
18320,OBAMA_PRIMARY2008
18321,OBAMA_PRIMARY2008
18322,OBAMA_PRIMARY2008
18323,OBAMA_PRIMARY2008
18324,OBAMA_PRIMARY2008
18325,OBAMA_PRIMARY2008
18326,OBAMA_PRIMARY2008
18327,OBAMA_PRIMARY2008
18328,OBAMA_PRIMARY2008
18329,OBAMA_PRIMARY2008
18330,OBAMA_PRIMARY2008
18331,OBAMA_PRIMARY2008
18332,OBAMA_PRIMARY2008
18333,OBAMA_PRIMARY2008
18334,OBAMA_PRIMARY2008
18335,OBAMA_PRIMARY2008
18336,OBAMA_PRIMARY2008
18337,OBAMA_PRIMARY2008
18338,OBAMA_PRIMARY2008
18339,OBAMA_PRIMARY2008
18340,OBAMA_PRIMARY2008
18341,OBAMA_PRIMARY2008
18342,OBAMA_PRIMARY2008
18343,OBAMA_PRIMARY2008
18344,OBAMA_PRIMARY2008
18345,OBAMA_PRIMARY2008
18346,OBAMA_PRIMARY2008
18347,OBAMA_PRIMARY2008
18348,OBAMA_PRIMARY2008
18349,OBAMA_PRIMARY2008
18350,OBAMA_PRIMARY2008
18351,OBAMA_PRIMARY2008
18352,OBAMA_PRIMARY2008
18353,OBAMA_PRIMARY2008
18354,OBAMA_PRIMARY2008
18355,OBAMA_PRIMARY2008
18356,OBAMA_PRIMARY2008
18357,OBAMA_PRIMARY2008
18358,OBAMA_PRIMARY2008
18359,OBAMA_PRIMARY2008
18360,OBAMA_PRIMARY2008
18361,OBAMA_PRIMARY2008
18362,OBAMA_PRIMARY2008
18363,OBAMA_PRIMARY2008
18364,OBAMA_PRIMARY2008
18365,OBAMA_PRIMARY2008
18366,OBAMA_PRIMARY2008
18367,OBAMA_PRIMARY2008
18368,OBAMA_PRIMARY2008
18369,OBAMA_PRIMARY2008
18370,OBAMA_PRIMARY2008
18371,OBAMA_PRIMARY2008
18372,OBAMA_PRIMARY2008
18373,OBAMA_PRIMARY2008
18374,OBAMA_PRIMARY2008
18375,OBAMA_PRIMARY2008
18376,OBAMA_PRIMARY2008
18377,OBAMA_PRIMARY2008
18378,OBAMA_PRIMARY2008
18379,OBAMA_PRIMARY2008
18380,OBAMA_PRIMARY2008
18381,OBAMA_PRIMARY2008
18382,OBAMA_PRIMARY2008
18383,OBAMA_PRIMARY2008
18384,OBAMA_PRIMARY2008
18385,OBAMA_PRIMARY2008
18386,OBAMA_PRIMARY2008
18387,OBAMA_PRIMARY2008
18388,OBAMA_PRIMARY2008
18389,OBAMA_PRIMARY2008
18390,OBAMA_PRIMARY2008
18391,OBAMA_PRIMARY2008
18392,OBAMA_PRIMARY2008
18393,OBAMA_PRIMARY2008
18394,OBAMA_PRIMARY2008
18395,OBAMA_PRIMARY2008
18396,OBAMA_PRIMARY2008
18397,OBAMA_PRIMARY2008
18398,OBAMA_PRIMARY2008
18399,OBAMA_PRIMARY2008
18400,OBAMA_PRIMARY2008
18401,OBAMA_PRIMARY2008
18402,OBAMA_PRIMARY2008
18403,OBAMA_PRIMARY2008
18404,OBAMA_PRIMARY2008
18405,OBAMA_PRIMARY2008
18406,OBAMA_PRIMARY2008
18407,OBAMA_PRIMARY2008
18408,OBAMA_PRIMARY2008
18409,OBAMA_PRIMARY2008
18410,OBAMA_PRIMARY2008
18411,OBAMA_PRIMARY2008
18412,OBAMA_PRIMARY2008
18413,OBAMA_PRIMARY2008
18414,OBAMA_PRIMARY2008
18415,OBAMA_PRIMARY2008
18416,OBAMA_PRIMARY2008
18417,OBAMA_PRIMARY2008
18418,OBAMA_PRIMARY2008
18419,OBAMA_PRIMARY2008
18420,OBAMA_PRIMARY2008
18421,OBAMA_PRIMARY2008
18422,OBAMA_PRIMARY2008
18423,OBAMA_PRIMARY2008
18424,OBAMA_PRIMARY2008
18425,OBAMA_PRIMARY2008
18426,OBAMA_PRIMARY2008
18427,OBAMA_PRIMARY2008
18428,OBAMA_PRIMARY2008
18429,OBAMA_PRIMARY2008
18430,OBAMA_PRIMARY2008
18431,OBAMA_PRIMARY2008
18432,OBAMA_PRIMARY2008
18433,OBAMA_PRIMARY2008
18434,OBAMA_PRIMARY2008
18435,OBAMA_PRIMARY2008
18436,OBAMA_PRIMARY2008
18437,OBAMA_PRIMARY2008
18438,OBAMA_PRIMARY2008
18439,OBAMA_PRIMARY2008
18440,OBAMA_PRIMARY2008
18441,OBAMA_PRIMARY2008
18442,OBAMA_PRIMARY2008
18443,OBAMA_PRIMARY2008
18444,OBAMA_PRIMARY2008
18445,OBAMA_PRIMARY2008
18446,OBAMA_PRIMARY2008
18447,OBAMA_PRIMARY2008
18448,OBAMA_PRIMARY2008
18449,OBAMA_PRIMARY2008
18450,OBAMA_PRIMARY2008
18451,OBAMA_PRIMARY2008
18452,OBAMA_PRIMARY2008
18453,OBAMA_PRIMARY2008
18454,OBAMA_PRIMARY2008
18455,OBAMA_PRIMARY2008
18456,OBAMA_PRIMARY2008
18457,OBAMA_PRIMARY2008
18458,OBAMA_PRIMARY2008
18459,OBAMA_PRIMARY2008
18460,OBAMA_PRIMARY2008
18461,OBAMA_PRIMARY2008
18462,OBAMA_PRIMARY2008
18463,OBAMA_PRIMARY2008
18464,OBAMA_PRIMARY2008
18465,OBAMA_PRIMARY2008
18466,OBAMA_PRIMARY2008
18467,OBAMA_PRIMARY2008
18468,OBAMA_PRIMARY2008
18469,OBAMA_PRIMARY2008
18470,OBAMA_PRIMARY2008
18471,OBAMA_PRIMARY2008
18472,OBAMA_PRIMARY2008
18473,OBAMA_PRIMARY2008
18474,OBAMA_PRIMARY2008
18475,OBAMA_PRIMARY2008
18476,OBAMA_PRIMARY2008
18477,OBAMA_PRIMARY2008
18478,OBAMA_PRIMARY2008
18479,OBAMA_PRIMARY2008
18480,OBAMA_PRIMARY2008
18481,OBAMA_PRIMARY2008
18482,OBAMA_PRIMARY2008
18483,OBAMA_PRIMARY2008
18484,OBAMA_PRIMARY2008
18485,OBAMA_PRIMARY2008
18486,OBAMA_PRIMARY2008
18487,OBAMA_PRIMARY2008
18488,OBAMA_PRIMARY2008
18489,OBAMA_PRIMARY2008
18490,OBAMA_PRIMARY2008
18491,OBAMA_PRIMARY2008
18492,OBAMA_PRIMARY2008
18493,OBAMA_PRIMARY2008
18494,OBAMA_PRIMARY2008
18495,OBAMA_PRIMARY2008
18496,OBAMA_PRIMARY2008
18497,OBAMA_PRIMARY2008
18498,OBAMA_PRIMARY2008
18499,OBAMA_PRIMARY2008
18500,OBAMA_PRIMARY2008
18501,OBAMA_PRIMARY2008
18502,OBAMA_PRIMARY2008
18503,OBAMA_PRIMARY2008
18504,OBAMA_PRIMARY2008
18505,OBAMA_PRIMARY2008
18506,OBAMA_PRIMARY2008
18507,OBAMA_PRIMARY2008
18508,OBAMA_PRIMARY2008
18509,OBAMA_PRIMARY2008
18510,OBAMA_PRIMARY2008
18511,OBAMA_PRIMARY2008
18512,OBAMA_PRIMARY2008
18513,OBAMA_PRIMARY2008
18514,OBAMA_PRIMARY2008
18515,OBAMA_PRIMARY2008
18516,OBAMA_PRIMARY2008
18517,OBAMA_PRIMARY2008
18518,OBAMA_PRIMARY2008
18519,OBAMA_PRIMARY2008
18520,OBAMA_PRIMARY2008
18521,OBAMA_PRIMARY2008
18522,OBAMA_PRIMARY2008
18523,OBAMA_PRIMARY2008
18524,OBAMA_PRIMARY2008
18525,OBAMA_PRIMARY2008
18526,OBAMA_PRIMARY2008
18527,OBAMA_PRIMARY2008
18528,OBAMA_PRIMARY2008
18529,OBAMA_PRIMARY2008
18530,OBAMA_PRIMARY2008
18531,OBAMA_PRIMARY2008
18532,OBAMA_PRIMARY2008
18533,OBAMA_PRIMARY2008
18534,OBAMA_PRIMARY2008
18535,OBAMA_PRIMARY2008
18536,OBAMA_PRIMARY2008
18537,OBAMA_PRIMARY2008
18538,OBAMA_PRIMARY2008
18539,OBAMA_PRIMARY2008
18540,OBAMA_PRIMARY2008
18541,OBAMA_PRIMARY2008
18542,OBAMA_PRIMARY2008
18543,OBAMA_PRIMARY2008
18544,OBAMA_PRIMARY2008
18545,OBAMA_PRIMARY2008
18546,OBAMA_PRIMARY2008
18547,OBAMA_PRIMARY2008
18548,OBAMA_PRIMARY2008
18549,OBAMA_PRIMARY2008
18550,OBAMA_PRIMARY2008
18551,OBAMA_PRIMARY2008
18552,OBAMA_PRIMARY2008
18553,OBAMA_PRIMARY2008
18554,OBAMA_PRIMARY2008
18555,OBAMA_PRIMARY2008
18556,OBAMA_PRIMARY2008
18557,OBAMA_PRIMARY2008
18558,OBAMA_PRIMARY2008
18559,OBAMA_PRIMARY2008
18560,OBAMA_PRIMARY2008
18561,OBAMA_PRIMARY2008
18562,OBAMA_PRIMARY2008
18563,OBAMA_PRIMARY2008
18564,OBAMA_PRIMARY2008
18565,OBAMA_PRIMARY2008
18566,OBAMA_PRIMARY2008
18567,OBAMA_PRIMARY2008
18568,OBAMA_PRIMARY2008
18569,OBAMA_PRIMARY2008
18570,OBAMA_PRIMARY2008
18571,OBAMA_PRIMARY2008
18572,OBAMA_PRIMARY2008
18573,OBAMA_PRIMARY2008
18574,OBAMA_PRIMARY2008
18575,OBAMA_PRIMARY2008
18576,OBAMA_PRIMARY2008
18577,OBAMA_PRIMARY2008
18578,OBAMA_PRIMARY2008
18579,OBAMA_PRIMARY2008
18580,OBAMA_PRIMARY2008
18581,OBAMA_PRIMARY2008
18582,OBAMA_PRIMARY2008
18583,OBAMA_PRIMARY2008
18584,OBAMA_PRIMARY2008
18585,OBAMA_PRIMARY2008
18586,OBAMA_PRIMARY2008
18587,OBAMA_PRIMARY2008
18588,OBAMA_PRIMARY2008
18589,OBAMA_PRIMARY2008
18590,OBAMA_PRIMARY2008
18591,OBAMA_PRIMARY2008
18592,OBAMA_PRIMARY2008
18593,OBAMA_PRIMARY2008
18594,OBAMA_PRIMARY2008
18595,OBAMA_PRIMARY2008
18596,OBAMA_PRIMARY2008
18597,OBAMA_PRIMARY2008
18598,OBAMA_PRIMARY2008
18599,OBAMA_PRIMARY2008
18600,OBAMA_PRIMARY2008
18601,OBAMA_PRIMARY2008
18602,OBAMA_PRIMARY2008
18603,OBAMA_PRIMARY2008
18604,OBAMA_PRIMARY2008
18605,OBAMA_PRIMARY2008
18606,OBAMA_PRIMARY2008
18607,OBAMA_PRIMARY2008
18608,OBAMA_PRIMARY2008
18609,OBAMA_PRIMARY2008
18610,OBAMA_PRIMARY2008
18611,OBAMA_PRIMARY2008
18612,OBAMA_PRIMARY2008
18613,OBAMA_PRIMARY2008
18614,OBAMA_PRIMARY2008
18615,OBAMA_PRIMARY2008
18616,OBAMA_PRIMARY2008
18617,OBAMA_PRIMARY2008
18618,OBAMA_PRIMARY2008
18619,OBAMA_PRIMARY2008
18620,OBAMA_PRIMARY2008
18621,OBAMA_PRIMARY2008
18622,OBAMA_PRIMARY2008
18623,OBAMA_PRIMARY2008
18624,OBAMA_PRIMARY2008
18625,OBAMA_PRIMARY2008
18626,OBAMA_PRIMARY2008
18627,OBAMA_PRIMARY2008
18628,OBAMA_PRIMARY2008
18629,OBAMA_PRIMARY2008
18630,OBAMA_PRIMARY2008
18631,OBAMA_PRIMARY2008
18632,OBAMA_PRIMARY2008
18633,OBAMA_PRIMARY2008
18634,OBAMA_PRIMARY2008
18635,OBAMA_PRIMARY2008
18636,OBAMA_PRIMARY2008
18637,OBAMA_PRIMARY2008
18638,OBAMA_PRIMARY2008
18639,OBAMA_PRIMARY2008
18640,OBAMA_PRIMARY2008
18641,OBAMA_PRIMARY2008
18642,OBAMA_PRIMARY2008
18643,OBAMA_PRIMARY2008
18644,OBAMA_PRIMARY2008
18645,OBAMA_PRIMARY2008
18646,OBAMA_PRIMARY2008
18647,OBAMA_PRIMARY2008
18648,OBAMA_PRIMARY2008
18649,OBAMA_PRIMARY2008
18650,OBAMA_PRIMARY2008
18651,OBAMA_PRIMARY2008
18652,OBAMA_PRIMARY2008
18653,OBAMA_PRIMARY2008
18654,OBAMA_PRIMARY2008
18655,OBAMA_PRIMARY2008
18656,OBAMA_PRIMARY2008
18657,OBAMA_PRIMARY2008
18658,OBAMA_PRIMARY2008
18659,OBAMA_PRIMARY2008
18660,OBAMA_PRIMARY2008
18661,OBAMA_PRIMARY2008
18662,OBAMA_PRIMARY2008
18663,OBAMA_PRIMARY2008
18664,OBAMA_PRIMARY2008
18665,OBAMA_PRIMARY2008
18666,OBAMA_PRIMARY2008
18667,OBAMA_PRIMARY2008
18668,OBAMA_PRIMARY2008
18669,OBAMA_PRIMARY2008
18670,OBAMA_PRIMARY2008
18671,OBAMA_PRIMARY2008
18672,OBAMA_PRIMARY2008
18673,OBAMA_PRIMARY2008
18674,OBAMA_PRIMARY2008
18675,OBAMA_PRIMARY2008
18676,OBAMA_PRIMARY2008
18677,OBAMA_PRIMARY2008
18678,OBAMA_PRIMARY2008
18679,OBAMA_PRIMARY2008
18680,OBAMA_PRIMARY2008
18681,OBAMA_PRIMARY2008
18682,OBAMA_PRIMARY2008
18683,OBAMA_PRIMARY2008
18684,OBAMA_PRIMARY2008
18685,OBAMA_PRIMARY2008
18686,OBAMA_PRIMARY2008
18687,OBAMA_PRIMARY2008
18688,OBAMA_PRIMARY2008
18689,OBAMA_PRIMARY2008
18690,OBAMA_PRIMARY2008
18691,OBAMA_PRIMARY2008
18692,OBAMA_PRIMARY2008
18693,OBAMA_PRIMARY2008
18694,OBAMA_PRIMARY2008
18695,OBAMA_PRIMARY2008
18696,OBAMA_PRIMARY2008
18697,OBAMA_PRIMARY2008
18698,OBAMA_PRIMARY2008
18699,OBAMA_PRIMARY2008
18700,OBAMA_PRIMARY2008
18701,OBAMA_PRIMARY2008
18702,OBAMA_PRIMARY2008
18703,OBAMA_PRIMARY2008
18704,OBAMA_PRIMARY2008
18705,OBAMA_PRIMARY2008
18706,OBAMA_PRIMARY2008
18707,OBAMA_PRIMARY2008
18708,OBAMA_PRIMARY2008
18709,OBAMA_PRIMARY2008
18710,OBAMA_PRIMARY2008
18711,OBAMA_PRIMARY2008
18712,OBAMA_PRIMARY2008
18713,OBAMA_PRIMARY2008
18714,OBAMA_PRIMARY2008
18715,OBAMA_PRIMARY2008
18716,OBAMA_PRIMARY2008
18717,OBAMA_PRIMARY2008
18718,OBAMA_PRIMARY2008
18719,OBAMA_PRIMARY2008
18720,OBAMA_PRIMARY2008
18721,OBAMA_PRIMARY2008
18722,OBAMA_PRIMARY2008
18723,OBAMA_PRIMARY2008
18724,OBAMA_PRIMARY2008
18725,OBAMA_PRIMARY2008
18726,OBAMA_PRIMARY2008
18727,OBAMA_PRIMARY2008
18728,OBAMA_PRIMARY2008
18729,OBAMA_PRIMARY2008
18730,OBAMA_PRIMARY2008
18731,OBAMA_PRIMARY2008
18732,OBAMA_PRIMARY2008
18733,OBAMA_PRIMARY2008
18734,OBAMA_PRIMARY2008
18735,OBAMA_PRIMARY2008
18736,OBAMA_PRIMARY2008
18737,OBAMA_PRIMARY2008
18738,OBAMA_PRIMARY2008
18739,OBAMA_PRIMARY2008
18740,OBAMA_PRIMARY2008
18741,OBAMA_PRIMARY2008
18742,OBAMA_PRIMARY2008
18743,OBAMA_PRIMARY2008
18744,OBAMA_PRIMARY2008
18745,OBAMA_PRIMARY2008
18746,OBAMA_PRIMARY2008
18747,OBAMA_PRIMARY2008
18748,OBAMA_PRIMARY2008
18749,OBAMA_PRIMARY2008
18750,OBAMA_PRIMARY2008
18751,OBAMA_PRIMARY2008
18752,OBAMA_PRIMARY2008
18753,OBAMA_PRIMARY2008
18754,OBAMA_PRIMARY2008
18755,OBAMA_PRIMARY2008
18756,OBAMA_PRIMARY2008
18757,OBAMA_PRIMARY2008
18758,OBAMA_PRIMARY2008
18759,OBAMA_PRIMARY2008
18760,OBAMA_PRIMARY2008
18761,OBAMA_PRIMARY2008
18762,OBAMA_PRIMARY2008
18763,OBAMA_PRIMARY2008
18764,OBAMA_PRIMARY2008
18765,OBAMA_PRIMARY2008
18766,OBAMA_PRIMARY2008
18767,OBAMA_PRIMARY2008
18768,OBAMA_PRIMARY2008
18769,OBAMA_PRIMARY2008
18770,OBAMA_PRIMARY2008
18771,OBAMA_PRIMARY2008
18772,OBAMA_PRIMARY2008
18773,OBAMA_PRIMARY2008
18774,OBAMA_PRIMARY2008
18775,OBAMA_PRIMARY2008
18776,OBAMA_PRIMARY2008
18777,OBAMA_PRIMARY2008
18778,OBAMA_PRIMARY2008
18779,OBAMA_PRIMARY2008
18780,OBAMA_PRIMARY2008
18781,OBAMA_PRIMARY2008
18782,OBAMA_PRIMARY2008
18783,OBAMA_PRIMARY2008
18784,OBAMA_PRIMARY2008
18785,OBAMA_PRIMARY2008
18786,OBAMA_PRIMARY2008
18787,OBAMA_PRIMARY2008
18788,OBAMA_PRIMARY2008
18789,OBAMA_PRIMARY2008
18790,OBAMA_PRIMARY2008
18791,OBAMA_PRIMARY2008
18792,OBAMA_PRIMARY2008
18793,OBAMA_PRIMARY2008
18794,OBAMA_PRIMARY2008
18795,OBAMA_PRIMARY2008
18796,OBAMA_PRIMARY2008
18797,OBAMA_PRIMARY2008
18798,OBAMA_PRIMARY2008
18799,OBAMA_PRIMARY2008
18800,OBAMA_PRIMARY2008
18801,OBAMA_PRIMARY2008
18802,OBAMA_PRIMARY2008
18803,OBAMA_PRIMARY2008
18804,OBAMA_PRIMARY2008
18805,OBAMA_PRIMARY2008
18806,OBAMA_PRIMARY2008
18807,OBAMA_PRIMARY2008
18808,OBAMA_PRIMARY2008
18809,OBAMA_PRIMARY2008
18810,OBAMA_PRIMARY2008
18811,OBAMA_PRIMARY2008
18812,OBAMA_PRIMARY2008
18813,OBAMA_PRIMARY2008
18814,OBAMA_PRIMARY2008
18815,OBAMA_PRIMARY2008
18816,OBAMA_PRIMARY2008
18817,OBAMA_PRIMARY2008
18818,OBAMA_PRIMARY2008
18819,OBAMA_PRIMARY2008
18820,OBAMA_PRIMARY2008
18821,OBAMA_PRIMARY2008
18822,OBAMA_PRIMARY2008
18823,OBAMA_PRIMARY2008
18824,OBAMA_PRIMARY2008
18825,OBAMA_PRIMARY2008
18826,OBAMA_PRIMARY2008
18827,OBAMA_PRIMARY2008
18828,OBAMA_PRIMARY2008
18829,OBAMA_PRIMARY2008
18830,OBAMA_PRIMARY2008
18831,OBAMA_PRIMARY2008
18832,OBAMA_PRIMARY2008
18833,OBAMA_PRIMARY2008
18834,OBAMA_PRIMARY2008
18835,OBAMA_PRIMARY2008
18836,OBAMA_PRIMARY2008
18837,OBAMA_PRIMARY2008
18838,OBAMA_PRIMARY2008
18839,OBAMA_PRIMARY2008
18840,OBAMA_PRIMARY2008
18841,OBAMA_PRIMARY2008
18842,OBAMA_PRIMARY2008
18843,OBAMA_PRIMARY2008
18844,OBAMA_PRIMARY2008
18845,OBAMA_PRIMARY2008
18846,OBAMA_PRIMARY2008
18847,OBAMA_PRIMARY2008
18848,OBAMA_PRIMARY2008
18849,OBAMA_PRIMARY2008
18850,OBAMA_PRIMARY2008
18851,OBAMA_PRIMARY2008
18852,OBAMA_PRIMARY2008
18853,OBAMA_PRIMARY2008
18854,OBAMA_PRIMARY2008
18855,OBAMA_PRIMARY2008
18856,OBAMA_PRIMARY2008
18857,OBAMA_PRIMARY2008
18858,OBAMA_PRIMARY2008
18859,OBAMA_PRIMARY2008
18860,OBAMA_PRIMARY2008
18861,OBAMA_PRIMARY2008
18862,OBAMA_PRIMARY2008
18863,OBAMA_PRIMARY2008
18864,OBAMA_PRIMARY2008
18865,OBAMA_PRIMARY2008
18866,OBAMA_PRIMARY2008
18867,OBAMA_PRIMARY2008
18868,OBAMA_PRIMARY2008
18869,OBAMA_PRIMARY2008
18870,OBAMA_PRIMARY2008
18871,OBAMA_PRIMARY2008
18872,OBAMA_PRIMARY2008
18873,OBAMA_PRIMARY2008
18874,OBAMA_PRIMARY2008
18875,OBAMA_PRIMARY2008
18876,OBAMA_PRIMARY2008
18877,OBAMA_PRIMARY2008
18878,OBAMA_PRIMARY2008
18879,OBAMA_PRIMARY2008
18880,OBAMA_PRIMARY2008
18881,OBAMA_PRIMARY2008
18882,OBAMA_PRIMARY2008
18883,OBAMA_PRIMARY2008
18884,OBAMA_PRIMARY2008
18885,OBAMA_PRIMARY2008
18886,OBAMA_PRIMARY2008
18887,OBAMA_PRIMARY2008
18888,OBAMA_PRIMARY2008
18889,OBAMA_PRIMARY2008
18890,OBAMA_PRIMARY2008
18891,OBAMA_PRIMARY2008
18892,OBAMA_PRIMARY2008
18893,OBAMA_PRIMARY2008
18894,OBAMA_PRIMARY2008
18895,OBAMA_PRIMARY2008
18896,OBAMA_PRIMARY2008
18897,OBAMA_PRIMARY2008
18898,OBAMA_PRIMARY2008
18899,OBAMA_PRIMARY2008
18900,OBAMA_PRIMARY2008
18901,OBAMA_PRIMARY2008
18902,OBAMA_PRIMARY2008
18903,OBAMA_PRIMARY2008
18904,OBAMA_PRIMARY2008
18905,OBAMA_PRIMARY2008
18906,OBAMA_PRIMARY2008
18907,OBAMA_PRIMARY2008
18908,OBAMA_PRIMARY2008
18909,OBAMA_PRIMARY2008
18910,OBAMA_PRIMARY2008
18911,OBAMA_PRIMARY2008
18912,OBAMA_PRIMARY2008
18913,OBAMA_PRIMARY2008
18914,OBAMA_PRIMARY2008
18915,OBAMA_PRIMARY2008
18916,OBAMA_PRIMARY2008
18917,OBAMA_PRIMARY2008
18918,OBAMA_PRIMARY2008
18919,OBAMA_PRIMARY2008
18920,OBAMA_PRIMARY2008
18921,OBAMA_PRIMARY2008
18922,OBAMA_PRIMARY2008
18923,OBAMA_PRIMARY2008
18924,OBAMA_PRIMARY2008
18925,OBAMA_PRIMARY2008
18926,OBAMA_PRIMARY2008
18927,OBAMA_PRIMARY2008
18928,OBAMA_PRIMARY2008
18929,OBAMA_PRIMARY2008
18930,OBAMA_PRIMARY2008
18931,OBAMA_PRIMARY2008
18932,OBAMA_PRIMARY2008
18933,OBAMA_PRIMARY2008
18934,OBAMA_PRIMARY2008
18935,OBAMA_PRIMARY2008
18936,OBAMA_PRIMARY2008
18937,OBAMA_PRIMARY2008
18938,OBAMA_PRIMARY2008
18939,OBAMA_PRIMARY2008
18940,OBAMA_PRIMARY2008
18941,OBAMA_PRIMARY2008
18942,OBAMA_PRIMARY2008
18943,OBAMA_PRIMARY2008
18944,OBAMA_PRIMARY2008
18945,OBAMA_PRIMARY2008
18946,OBAMA_PRIMARY2008
18947,OBAMA_PRIMARY2008
18948,OBAMA_PRIMARY2008
18949,OBAMA_PRIMARY2008
18950,OBAMA_PRIMARY2008
18951,OBAMA_PRIMARY2008
18952,OBAMA_PRIMARY2008
18953,OBAMA_PRIMARY2008
18954,OBAMA_PRIMARY2008
18955,OBAMA_PRIMARY2008
18956,OBAMA_PRIMARY2008
18957,OBAMA_PRIMARY2008
18958,OBAMA_PRIMARY2008
18959,OBAMA_PRIMARY2008
18960,OBAMA_PRIMARY2008
18961,OBAMA_PRIMARY2008
18962,OBAMA_PRIMARY2008
18963,OBAMA_PRIMARY2008
18964,OBAMA_PRIMARY2008
18965,OBAMA_PRIMARY2008
18966,OBAMA_PRIMARY2008
18967,OBAMA_PRIMARY2008
18968,OBAMA_PRIMARY2008
18969,OBAMA_PRIMARY2008
18970,OBAMA_PRIMARY2008
18971,OBAMA_PRIMARY2008
18972,OBAMA_PRIMARY2008
18973,OBAMA_PRIMARY2008
18974,OBAMA_PRIMARY2008
18975,OBAMA_PRIMARY2008
18976,OBAMA_PRIMARY2008
18977,OBAMA_PRIMARY2008
18978,OBAMA_PRIMARY2008
18979,OBAMA_PRIMARY2008
18980,OBAMA_PRIMARY2008
18981,OBAMA_PRIMARY2008
18982,OBAMA_PRIMARY2008
18983,OBAMA_PRIMARY2008
18984,OBAMA_PRIMARY2008
18985,OBAMA_PRIMARY2008
18986,OBAMA_PRIMARY2008
18987,OBAMA_PRIMARY2008
18988,OBAMA_PRIMARY2008
18989,OBAMA_PRIMARY2008
18990,OBAMA_PRIMARY2008
18991,OBAMA_PRIMARY2008
18992,OBAMA_PRIMARY2008
18993,OBAMA_PRIMARY2008
18994,OBAMA_PRIMARY2008
18995,OBAMA_PRIMARY2008
18996,OBAMA_PRIMARY2008
18997,OBAMA_PRIMARY2008
18998,OBAMA_PRIMARY2008
18999,OBAMA_PRIMARY2008
19000,OBAMA_PRIMARY2008
19001,OBAMA_PRIMARY2008
19002,OBAMA_PRIMARY2008
19003,OBAMA_PRIMARY2008
19004,OBAMA_PRIMARY2008
19005,OBAMA_PRIMARY2008
19006,OBAMA_PRIMARY2008
19007,OBAMA_PRIMARY2008
19008,OBAMA_PRIMARY2008
19009,OBAMA_PRIMARY2008
19010,OBAMA_PRIMARY2008
19011,OBAMA_PRIMARY2008
19012,OBAMA_PRIMARY2008
19013,OBAMA_PRIMARY2008
19014,OBAMA_PRIMARY2008
19015,OBAMA_PRIMARY2008
19016,OBAMA_PRIMARY2008
19017,OBAMA_PRIMARY2008
19018,OBAMA_PRIMARY2008
19019,OBAMA_PRIMARY2008
19020,OBAMA_PRIMARY2008
19021,OBAMA_PRIMARY2008
19022,OBAMA_PRIMARY2008
19023,OBAMA_PRIMARY2008
19024,OBAMA_PRIMARY2008
19025,OBAMA_PRIMARY2008
19026,OBAMA_PRIMARY2008
19027,OBAMA_PRIMARY2008
19028,OBAMA_PRIMARY2008
19029,OBAMA_PRIMARY2008
19030,OBAMA_PRIMARY2008
19031,OBAMA_PRIMARY2008
19032,OBAMA_PRIMARY2008
19033,OBAMA_PRIMARY2008
19034,OBAMA_PRIMARY2008
19035,OBAMA_PRIMARY2008
19036,OBAMA_PRIMARY2008
19037,OBAMA_PRIMARY2008
19038,OBAMA_PRIMARY2008
19039,OBAMA_PRIMARY2008
19040,OBAMA_PRIMARY2008
19041,OBAMA_PRIMARY2008
19042,OBAMA_PRIMARY2008
19043,OBAMA_PRIMARY2008
19044,OBAMA_PRIMARY2008
19045,OBAMA_PRIMARY2008
19046,OBAMA_PRIMARY2008
